Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.1225        -330.8320    -334.0426       3.2106   340.3
1.1230        -330.8225    -334.0668       3.2443   343.8
1.1235        -330.8128    -334.0964       3.2836   348.0
1.1240        -330.8031    -334.1293       3.3262   352.5
1.1245        -330.7935    -334.1631       3.3696   357.1
1.1250        -330.7837    -334.1942       3.4104   361.4
1.1255        -330.7741    -334.2210       3.4470   365.3
1.1260        -330.7648    -334.2433       3.4785   368.6
1.1265        -330.7553    -334.2608       3.5055   371.5
1.1270        -330.7464    -334.2751       3.5287   374.0
1.1275        -330.7377    -334.2855       3.5477   376.0
1.1280        -330.7299    -334.2879       3.5580   377.1
1.1285        -330.7220    -334.2763       3.5543   376.7
1.1290        -330.7144    -334.2495       3.5351   374.6
1.1295        -330.7068    -334.2080       3.5012   371.0
1.1300        -330.6994    -334.1572       3.4578   366.5
1.1305        -330.6926    -334.1055       3.4128   361.7
1.1310        -330.6865    -334.0574       3.3709   357.2
1.1315        -330.6810    -334.0120       3.3309   353.0
1.1320        -330.6756    -333.9639       3.2883   348.5
1.1325        -330.6695    -333.9102       3.2406   343.4
1.1330        -330.6634    -333.8556       3.1922   338.3
1.1335        -330.6573    -333.8081       3.1508   333.9
1.1340        -330.6512    -333.7770       3.1258   331.3
1.1345        -330.6453    -333.7691       3.1238   331.0
1.1350        -330.6399    -333.7860       3.1461   333.4
1.1355        -330.6347    -333.8211       3.1863   337.7
1.1360        -330.6294    -333.8603       3.2309   342.4
1.1365        -330.6237    -333.8906       3.2669   346.2
1.1370        -330.6172    -333.9038       3.2867   348.3
1.1375        -330.6103    -333.9014       3.2910   348.8
1.1380        -330.6031    -333.8911       3.2881   348.5
1.1385        -330.5962    -333.8861       3.2900   348.7
1.1390        -330.5898    -333.8955       3.3057   350.3
1.1395        -330.5837    -333.9214       3.3377   353.7
1.1400        -330.5783    -333.9606       3.3823   358.5
1.1405        -330.5728    -334.0019       3.4291   363.4
1.1410        -330.5678    -334.0307       3.4628   367.0
1.1415        -330.5622    -334.0321       3.4699   367.7
1.1420        -330.5562    -334.0024       3.4462   365.2
1.1425        -330.5500    -333.9487       3.3988   360.2
1.1430        -330.5435    -333.8870       3.3435   354.3
1.1435        -330.5377    -333.8377       3.3000   349.7
1.1440        -330.5325    -333.8170       3.2845   348.1
1.1445        -330.5279    -333.8328       3.3050   350.3
1.1450        -330.5244    -333.8817       3.3574   355.8
1.1455        -330.5210    -333.9466       3.4256   363.0
1.1460        -330.5178    -334.0067       3.4889   369.7
1.1465        -330.5143    -334.0432       3.5289   374.0
1.1470        -330.5106    -334.0453       3.5346   374.6
1.1475        -330.5063    -334.0122       3.5059   371.5
1.1480        -330.5019    -333.9557       3.4538   366.0
1.1485        -330.4980    -333.8947       3.3967   360.0
1.1490        -330.4947    -333.8460       3.3514   355.2
1.1495        -330.4926    -333.8205       3.3279   352.7
1.1500        -330.4910    -333.8147       3.3237   352.2
1.1505        -330.4896    -333.8142       3.3246   352.3
1.1510        -330.4883    -333.8021       3.3138   351.2
1.1515        -330.4862    -333.7654       3.2792   347.5
1.1520        -330.4836    -333.7015       3.2178   341.0
1.1525        -330.4808    -333.6176       3.1368   332.4
1.1530        -330.4776    -333.5263       3.0487   323.1
1.1535        -330.4744    -333.4420       2.9675   314.5
1.1540        -330.4714    -333.3788       2.9074   308.1
1.1545        -330.4682    -333.3456       2.8774   304.9
1.1550        -330.4654    -333.3449       2.8795   305.2
1.1555        -330.4627    -333.3686       2.9060   308.0
1.1560        -330.4593    -333.4025       2.9432   311.9
1.1565        -330.4553    -333.4329       2.9776   315.6
1.1570        -330.4507    -333.4498       2.9991   317.8
1.1575        -330.4449    -333.4506       3.0057   318.5
1.1580        -330.4388    -333.4419       3.0031   318.3
1.1585        -330.4320    -333.4343       3.0023   318.2
1.1590        -330.4259    -333.4402       3.0144   319.5
1.1595        -330.4194    -333.4632       3.0438   322.6
1.1600        -330.4130    -333.5013       3.0883   327.3
1.1605        -330.4068    -333.5465       3.1398   332.7
1.1610        -330.3999    -333.5862       3.1863   337.7
1.1615        -330.3921    -333.6116       3.2195   341.2
1.1620        -330.3843    -333.6230       3.2387   343.2
1.1625        -330.3761    -333.6259       3.2498   344.4
1.1630        -330.3675    -333.6299       3.2623   345.7
1.1635        -330.3593    -333.6468       3.2875   348.4
1.1640        -330.3516    -333.6834       3.3317   353.1
1.1645        -330.3442    -333.7370       3.3928   359.6
1.1650        -330.3370    -333.8006       3.4636   367.1
1.1655        -330.3298    -333.8633       3.5335   374.5
1.1660        -330.3223    -333.9168       3.5945   380.9
1.1665        -330.3154    -333.9583       3.6429   386.1
1.1670        -330.3081    -333.9860       3.6779   389.8
1.1675        -330.3018    -334.0031       3.7013   392.3
1.1680        -330.2960    -334.0125       3.7165   393.9
1.1685        -330.2909    -334.0177       3.7268   395.0
1.1690        -330.2866    -334.0210       3.7344   395.8
1.1695        -330.2828    -334.0235       3.7407   396.4
1.1700        -330.2801    -334.0261       3.7460   397.0
1.1705        -330.2781    -334.0268       3.7487   397.3
1.1710        -330.2768    -334.0226       3.7459   397.0
1.1715        -330.2759    -334.0108       3.7349   395.8
1.1720        -330.2757    -333.9911       3.7154   393.7
1.1725        -330.2762    -333.9656       3.6894   391.0
1.1730        -330.2770    -333.9371       3.6601   387.9
1.1735        -330.2784    -333.9086       3.6302   384.7
1.1740        -330.2803    -333.8816       3.6013   381.7
1.1745        -330.2831    -333.8587       3.5756   378.9
1.1750        -330.2858    -333.8416       3.5558   376.8
1.1755        -330.2891    -333.8341       3.5449   375.7
1.1760        -330.2931    -333.8364       3.5433   375.5
1.1765        -330.2975    -333.8465       3.5489   376.1
1.1770        -330.3024    -333.8583       3.5559   376.8
1.1775        -330.3078    -333.8628       3.5550   376.7
1.1780        -330.3131    -333.8518       3.5387   375.0
1.1785        -330.3185    -333.8228       3.5043   371.4
1.1790        -330.3239    -333.7785       3.4546   366.1
1.1795        -330.3298    -333.7244       3.3946   359.8
1.1800        -330.3356    -333.6663       3.3307   353.0
1.1805        -330.3411    -333.6121       3.2710   346.7
1.1810        -330.3470    -333.5701       3.2231   341.6
1.1815        -330.3526    -333.5443       3.1917   338.3
1.1820        -330.3587    -333.5377       3.1790   336.9
1.1825        -330.3652    -333.5465       3.1813   337.2
1.1830        -330.3717    -333.5602       3.1885   337.9
1.1835        -330.3773    -333.5671       3.1898   338.1
1.1840        -330.3826    -333.5648       3.1822   337.2
1.1845        -330.3872    -333.5570       3.1698   335.9
1.1850        -330.3916    -333.5550       3.1635   335.3
1.1855        -330.3967    -333.5716       3.1749   336.5
1.1860        -330.4024    -333.6082       3.2058   339.7
1.1865        -330.4083    -333.6548       3.2465   344.1
1.1870        -330.4141    -333.6955       3.2813   347.7
1.1875        -330.4194    -333.7168       3.2973   349.4
1.1880        -330.4241    -333.7153       3.2911   348.8
1.1885        -330.4290    -333.6982       3.2692   346.5
1.1890        -330.4337    -333.6761       3.2424   343.6
1.1895        -330.4386    -333.6584       3.2198   341.2
1.1900        -330.4437    -333.6482       3.2045   339.6
1.1905        -330.4486    -333.6450       3.1964   338.7
1.1910        -330.4532    -333.6496       3.1965   338.8
1.1915        -330.4579    -333.6642       3.2064   339.8
1.1920        -330.4628    -333.6881       3.2253   341.8
1.1925        -330.4682    -333.7157       3.2475   344.2
1.1930        -330.4737    -333.7367       3.2630   345.8
1.1935        -330.4787    -333.7426       3.2639   345.9
1.1940        -330.4829    -333.7335       3.2506   344.5
1.1945        -330.4871    -333.7189       3.2318   342.5
1.1950        -330.4914    -333.7092       3.2179   341.0
1.1955        -330.4961    -333.7112       3.2150   340.7
1.1960        -330.5013    -333.7225       3.2211   341.4
1.1965        -330.5064    -333.7333       3.2269   342.0
1.1970        -330.5113    -333.7323       3.2210   341.4
1.1975        -330.5158    -333.7122       3.1964   338.7
1.1980        -330.5198    -333.6727       3.1529   334.1
1.1985        -330.5233    -333.6184       3.0952   328.0
1.1990        -330.5264    -333.5598       3.0334   321.5
1.1995        -330.5298    -333.5065       2.9767   315.5
1.2000        -330.5330    -333.4632       2.9302   310.5
1.2005        -330.5360    -333.4318       2.8958   306.9
1.2010        -330.5384    -333.4112       2.8728   304.5
1.2015        -330.5406    -333.4005       2.8598   303.1
1.2020        -330.5421    -333.3956       2.8535   302.4
1.2025        -330.5433    -333.3948       2.8515   302.2
1.2030        -330.5434    -333.3986       2.8552   302.6
1.2035        -330.5432    -333.4139       2.8707   304.2
1.2040        -330.5427    -333.4483       2.9056   307.9
1.2045        -330.5422    -333.5061       2.9639   314.1
1.2050        -330.5419    -333.5853       3.0435   322.5
1.2055        -330.5416    -333.6757       3.1341   332.1
1.2060        -330.5410    -333.7619       3.2209   341.3
1.2065        -330.5402    -333.8280       3.2878   348.4
1.2070        -330.5388    -333.8628       3.3240   352.3
1.2075        -330.5370    -333.8667       3.3296   352.9
1.2080        -330.5347    -333.8493       3.3147   351.3
1.2085        -330.5325    -333.8269       3.2944   349.1
1.2090        -330.5304    -333.8141       3.2838   348.0
1.2095        -330.5297    -333.8197       3.2900   348.7
1.2100        -330.5292    -333.8391       3.3099   350.8
1.2105        -330.5288    -333.8624       3.3336   353.3
1.2110        -330.5282    -333.8789       3.3507   355.1
1.2115        -330.5272    -333.8845       3.3573   355.8
1.2120        -330.5265    -333.8808       3.3543   355.5
1.2125        -330.5253    -333.8711       3.3458   354.6
1.2130        -330.5240    -333.8643       3.3404   354.0
1.2135        -330.5234    -333.8703       3.3468   354.7
1.2140        -330.5232    -333.8917       3.3685   357.0
1.2145        -330.5232    -333.9272       3.4039   360.7
1.2150        -330.5237    -333.9713       3.4476   365.4
1.2155        -330.5243    -334.0154       3.4911   370.0
1.2160        -330.5254    -334.0505       3.5251   373.6
1.2165        -330.5265    -334.0678       3.5413   375.3
1.2170        -330.5275    -334.0638       3.5363   374.8
1.2175        -330.5291    -334.0424       3.5133   372.3
1.2180        -330.5305    -334.0093       3.4788   368.7
1.2185        -330.5326    -333.9722       3.4397   364.5
1.2190        -330.5350    -333.9372       3.4022   360.6
1.2195        -330.5384    -333.9047       3.3663   356.7
1.2200        -330.5421    -333.8674       3.3253   352.4
1.2205        -330.5452    -333.8161       3.2709   346.6
1.2210        -330.5477    -333.7483       3.2005   339.2
1.2215        -330.5494    -333.6701       3.1207   330.7
1.2220        -330.5512    -333.5955       3.0443   322.6
1.2225        -330.5530    -333.5371       2.9842   316.3
1.2230        -330.5547    -333.5012       2.9466   312.3
1.2235        -330.5566    -333.4880       2.9314   310.7
1.2240        -330.5581    -333.4913       2.9331   310.8
1.2245        -330.5590    -333.5028       2.9439   312.0
1.2250        -330.5594    -333.5179       2.9585   313.5
1.2255        -330.5597    -333.5323       2.9726   315.0
1.2260        -330.5593    -333.5414       2.9821   316.0
1.2265        -330.5587    -333.5444       2.9856   316.4
1.2270        -330.5578    -333.5425       2.9848   316.3
1.2275        -330.5560    -333.5405       2.9845   316.3
1.2280        -330.5543    -333.5460       2.9917   317.1
1.2285        -330.5533    -333.5612       3.0079   318.8
1.2290        -330.5522    -333.5760       3.0239   320.5
1.2295        -330.5507    -333.5749       3.0242   320.5
1.2300        -330.5484    -333.5459       2.9976   317.7
1.2305        -330.5447    -333.4880       2.9432   311.9
1.2310        -330.5399    -333.4155       2.8756   304.7
1.2315        -330.5348    -333.3544       2.8196   298.8
1.2320        -330.5308    -333.3273       2.7965   296.4
1.2325        -330.5272    -333.3391       2.8119   298.0
1.2330        -330.5240    -333.3782       2.8542   302.5
1.2335        -330.5199    -333.4214       2.9015   307.5
1.2340        -330.5142    -333.4490       2.9349   311.0
1.2345        -330.5075    -333.4559       2.9484   312.5
1.2350        -330.5002    -333.4480       2.9478   312.4
1.2355        -330.4927    -333.4362       2.9435   311.9
1.2360        -330.4853    -333.4289       2.9436   312.0
1.2365        -330.4770    -333.4309       2.9539   313.0
1.2370        -330.4687    -333.4487       2.9800   315.8
1.2375        -330.4600    -333.4865       3.0265   320.7
1.2380        -330.4517    -333.5456       3.0939   327.9
1.2385        -330.4432    -333.6182       3.1749   336.5
1.2390        -330.4353    -333.6897       3.2544   344.9
1.2395        -330.4262    -333.7396       3.3134   351.1
1.2400        -330.4164    -333.7561       3.3397   353.9
1.2405        -330.4052    -333.7407       3.3354   353.5
1.2410        -330.3935    -333.7121       3.3186   351.7
1.2415        -330.3830    -333.6991       3.3161   351.4
